0	0	0	0	0.315
0	0.362	0.012	0	0.855
0.874	0	0.837	0	0.624
0	0.0314	0	0.464	0
0.0686	0.397	0.000715	0	0.559
0	0.916	0.0369	0	0
0.997	0	0	0	0.418
0	0.908	0.0088	0.0075	0.853
0.315	0	0	0	0.076
0.929	0.0318	0.105	0.768	0.146
0.978	0.5	0.0478	0.766	0
0.537	0	0.0119	0.503	0.776
0.977	0	0.099	0.00226	0.202
0.534	0.493	0.752	0.929	0.916
0.177	0.193	0.453	0	0.925
0	0.497	0.363	0	0.0829
0.449	0	0.104	0.925	0.719
0.516	0	0.294	0.388	0.00673
0.104	0	0	0	0
0.644	0.964	0.495	0.418	0.241
0.574	0.782	0	0	0
0.758	0	0.962	0	0.926
0.956	0.307	0.0601	0	0.378
0.887	0.509	0	0.769	0.0821
0	0.431	0	0	0.512
0.69	0.318	0.534	0.443	0
0.0289	0.371	0	0	0
0	0.369	0	0.273	0
0	0.581	0.482	0.582	0.445
0	0	0.646	0	0.845
0	0.32	0	0.73	0.659
0.259	0.901	0.472	0	0
0	0.418	0.29	0	0.304
0.751	0.266	0.73	0.89	0
0.268	0	0	0	0.58
0.847	0	0	0	0
0.648	0.00114	0.651	0.733	0.861
0.89	0	0.703	0.756	0
0.76	0	0	0.48	0
0.516	0	0	0	0.472
0	0.747	0	0	0.995
0.553	0	0.00628	0.494	0
0.0757	0	0.101	0.442	0
0.621	0.0815	0.356	0.885	0.808
0	0.254	0	0	0.732
0	0.11	0.317	0.37	0
0.134	0.561	0	0	0.124
0	0.317	0.231	0.11	0
0.0949	0	0.168	0	0.479
0	0	0	0	0
0.819	0.816	0.843	0	0
0	0	0	0.048	0
0.728	0.655	0.201	0	0.349
0.0771	0	0.269	0.591	0
0	0	0.202	0	0.951
0.207	0.0877	0	0	0
0	0	0.566	0	0
0.532	0.0843	0.995	0	0.688
0.623	0	0	0	0.0149
0.411	0.403	0	0.135	0.836
0.984	0.702	0	0.991	0.941
0.155	0.171	0	0.912	0.0387
0.326	0.972	0	0	0.0368
0	0.985	0.221	0	0
0	0	0.988	0	0
0.566	0	0	0.406	0
0	0	0.553	0	0.0673
0.324	0.0958	0.0338	0.55	0
0.976	0.986	0.608	0.213	0
0.381	0	0.67	0.995	0.028
0	0.696	0.137	0	0
0.0882	0	0	0.317	0.698
0	0.0789	0	0.424	0.271
0.78	0	0	0	0
0	0.516	0.949	0.554	0
0	0.258	0.534	0.885	0.307
0.143	0.0523	0.809	0.703	0.812
0	0	0.872	0	0
0.675	0	0.508	0	0.471
0.547	0.517	0.979	0	0
0	0	0.826	0.764	0.513
0.235	0.495	0.201	0.689	0
0	0.634	0	0	0.871
0.201	0	0	0	0
0.0693	0	0.772	0	0
0	0	0.226	0.823	0
0	0.299	0.327	0	0
0.354	0.209	0	0.357	0
0.276	0.238	0.439	0.744	0
0	0.999	0.367	0.588	0.791
0	0	0	0.612	0.43
0.76	0.0798	0.192	0.688	0
0.752	0.497	0	0	0
0.178	0	0	0.557	0
0.445	0.582	0.772	0.308	0.508
0	0	0	0	0.128
0	0.171	0	0	0
0	0.6	0	0.366	0.729
0.678	0.896	0.798	0	0
0.27	0	0.704	0.82	0.342
0.414	0.243	0.184	0.691	0
0	0.745	0	0.473	0.156
0.0596	0.586	0.827	0.408	0.539
0.154	0	0	0.306	0
0.0299	0	0.646	0.229	0.403
0	0.268	0.222	0	0
0.291	0.884	0.622	0.634	0
0.878	0	0	0	0.514
0.713	0	0.443	0.685	0.511
0	0	0.687	0.887	0
0.14	0.31	0	0.697	0.906
0.616	0.334	0.98	0	0
0.828	0	0.0155	0	0
0	0.831	0.697	0.164	0.721
0.589	0.477	0.445	0.8	0.746
0	0	0	0	0
0.215	0	0	0.436	0.805
0	0	0	0	0.855
0.397	0	0	0	0.356
0	0	0.682	0	0.949
0	0	0.0124	0	0.24
0	0	0	0	0.44
0	0.37	0.288	0.866	0
0	0	0	0	0
0.182	0.86	0	0	0.282
0	0.743	0.366	0.0856	0.348
0	0.195	0	0.968	0.208
0	0.775	0.404	0.02	0.731
0	0.513	0	0.285	0.187
0	0	0.153	0.744	0.295
0	0	0.438	0.829	0.12
0.95	0	0.27	0.0924	0
0.813	0.394	0	0.433	0.719
0.0619	0.887	0.727	0	0.372
0	0.0403	0	0	0.735
0.259	0.682	0.599	0.883	0.642
0.0703	0.332	0.146	0.358	0.817
0	0.213	0.792	0.849	0.0365
0	0	0	0	0
0.238	0.904	0	0.847	0
0.338	0.942	0	0	0.0713
0	0.206	0	0.832	0.576
0.656	0.473	0.241	0.563	0.342
0.488	0	0.442	0	0
0	0	0	0.642	0.985
0.471	0.682	0.409	0.553	0.797
0.0956	0.774	0.294	0	0.97
0	0	0.212	0	0.44
0	0.113	0.608	0	0.456
0.477	0.35	0.463	0	0.262
0.257	0.979	0	0.269	0.614
0.336	0.347	0	0	0
0.553	0.745	0.932	0.288	0.825
0	0.493	0	0.561	0.517
0	0.9	0.101	0.595	0
0	0.629	0	0.446	0
0.515	0	0	0	0.632
0	0	0.212	0	0
0.65	0.819	0	0	0.00353
0.322	0	0	0	0.679
0.507	0.312	0.227	0	1
0.219	0.272	0	0.658	0.84
0.0919	0	0.277	0.974	0
0	0.832	0.922	0	0.678
0.464	0	0.246	0	0
0	0	0.634	0	0.696
0.848	0	0.837	0.0139	0
0	0.425	0	0.269	0.666
0	0.324	0.913	0.177	0
0.105	0.283	0	0.821	0.071
0.0722	0	0.695	0.596	0
0	0.378	0.137	0	0
0.991	0	0.153	0.769	0.245
0.626	0.0581	0.136	0	0.317
0	0	0	0	0.361
0.929	0	0.236	0.547	0
0.311	0.103	0	0	0.686
0.201	0	0	0.922	0.0327
0.258	0	0.794	0	0.948
0.873	0.197	0	0.924	0.264
0.677	0.784	0.626	0	0
0	0	0.238	0.352	0.0369
0	0.27	0.268	0	0
0.669	0.727	0.146	0	0.702
0.496	0.281	0	0.441	0
0.093	0.117	0	0	0
0	0	0.138	0	0.242
0	0.376	0.109	0.78	0.605
0	0.616	0.592	0.443	0.273
0.0654	0.45	0.423	0	0.915
0.404	0.522	0	0.936	0.017
0.53	0	0	0.187	0
0.349	0.487	0.503	0.832	0.135
0.145	0	0	0	0
0	0	0.694	0.514	0
0.348	0	0.324	0	0.0354
0	0.908	0.358	0	0.617
0.808	0	0	0	0.507
0	0	0.158	0.542	0.495
0.616	0.29	0.377	0.512	0.391
0.91	0.916	0.122	0	0
0.286	0.747	0	0	0
0.586	0	0.236	0	0.894
