0	23.3	0	0	0
0	0	30.2	0	0
0	0	0	0	0
0	0	-8.47	0	0
0	0	0	0	67.8
49.9	-4.49	-50.1	0	18.3
-21.3	0	0	-50.1	0
0	69.1	0	0	0
68.4	0	8.22	-21.3	0
-0.0223	0	0	0	0
0	-25.3	0	0	-0.216
0	0	0	35.1	0
-52	0	0	0	0
0	51.4	0	29.5	-60.5
0	28.4	0	0	0
0	0	0	0	0
0	0	0	69.1	0
0	-22.9	0	-71.5	0
0	0	0	0	0
-43.5	0	72.1	0	0
0	0	0	-64.1	0
-40	-65.9	0	0	0
0	0	0	0	-0.168
25.9	0	0	0	35.7
0	0	0	0	0
0	0	0	4.23	0
0	-49.4	0	0	61.2
0	0	0	65.2	37.9
11.4	0	0	0	10.1
0	0	0	0	0
0	-71.8	0	-49.4	0
0	0	66.3	0	69.1
10.6	0	0	-53.1	21.4
0	0	0	11.4	-37.6
75.4	0	0	0	0
0	0	0	0	0
-55	68.6	0	0	24.8
-2.54	0	0	41.4	0
0	0	-9.64	0	0
-57.3	0	0	0	-20.6
13.5	0	0	0	0
-49.5	0	-68.3	51.5	0
0	62.6	0	0	0
0	57.8	-15.7	0	46.8
-12.7	0	0	-16.6	0
0	0	0	0	0
0	-47.2	0	0	24.3
34.9	0	0	-34.8	0
0	0	0	0	0
41.1	0	45.3	0	0
-19	0	0	0	0
0	0	0	70.7	-74.5
0	-13.4	0	0	-31.9
0	0	-31.7	0	0
0	0	-17.3	0	0
0	0	0	0	0
0	0	44.7	0	-6.82
0	0	-1.32	0	0
0	0	0	66.3	0
0	0	-55.3	0	0
0	0	5.12	0	0
0	59.1	0	0	0
0	0	0	0	0
52.2	-49.2	0	0	0
0	0	-66.7	0	0
31.9	0	0	0	-15.3
-33.9	0	0	33.1	69.5
0	0	0	11.6	0
0	0	0	0	0
-73.2	0	-25.5	50	0
0	0	-64.8	0	0
0	48.9	48.6	0	0
0	0	0	0	0
0	-45	0	0	0
38.5	-55.1	0	0	0
0	0	39.4	-67	0
0	0	0	-22.5	0
0	-1.25	0	17.4	0
0	0	0	0	0
0	0	0	0	-30.2
0	0	68.1	0	0
58.8	0	0	61.7	39.4
0	65.8	0	0	-27.4
0	0	0	65.5	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	-60.9	0	33
0	0	0.657	30.7	0
0	0	-43.8	29.2	0
0	0	0	0	0
0	6.49	0	0	0
0	-58.1	0	0	0
0	-42.1	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	-42.9	0	0
-43.4	0	0	0	0
-27.6	0	0	60.3	0
-62	50.3	0	0	0
0	0	0	0	0
0	-48.2	0	-1.55	0
0	0	0	0	0
0	42.6	0	0	37.5
2.54	0	0	-48.2	0
0	-62.7	0	0	-56.3
52.3	-3.96	0	50.7	0
0	0	-58.4	0	0
0	0	0	0	0
-46.6	0	0	0	0
-48.2	0	0	0	-16.6
0	0	0	0	0
0	0	0	0	9.48
0	0	0	0	0
0	5.79	-32	-54.5	0
0	0	0	-45.6	-10.1
0	0	0	0	0
0	0	0	0	0
0	0	0	-53.3	70.7
-28	-74.6	0	0	0
-18.4	0	-36	0	20.7
-33.1	0	0	0	-27.5
0	0	0	-40.8	0
0	0	0	0	0
0	0	0	59.6	0
-56.8	0	-56.2	0	0
0	54.1	0	0	0
0	71.9	24.7	0	0
0	0	0	0	-68.7
0	0	0	0	0
0	0	0	0	-27.3
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	7.11
32.8	-11.8	0	0	-7.45
0	29.3	0	0	-54.3
10.7	0	-56.7	47.4	0
0	0	35.8	-29	24
0	51.9	0	0	0
34.9	0	-44.2	0	0
0	0	0	-41.4	0
0	67.3	15.5	0	0
0	0	0	47.8	0
35.8	0	0	70.5	0
0	0	0	0	0
0	0	0	0	0
-12.1	0	47.9	0	0
-30.6	0	48.4	0	0
0	0	0	-39.6	0
-31.9	0	28.7	0	37.2
0	0	0	-45.6	0
0	0	0	0	0
0	0	66.9	0	0
0	0	0	0	0
0	0	0	0	-4.47
0	0	0	7.62	-45.3
0	0	0	0	-20.7
0	0	0	0	-70
0	-51.1	-15.9	0	0
0	0	0	0	0
0	0	0	0	-59.6
-69.1	0	0	0	0
0	21.4	0	0	0
0	61.6	65.6	41.8	0
0	0	25.3	0	0
0	0	-30.8	0	0
-6.32	0	0	0	0
-32.9	0	0	0	0
0	0	0	0	0
0	0	-39.9	0	75.2
0	0	0	0	0
0	0	0	0	-2.65
0	0	0	0	0
0	42.1	-14.5	0	0
0	0	0	0	0
0	0	-58.5	0	-73.6
0	0	0	0	-35.7
0	0	0	0	-11.1
-56.5	0	0	0	0
0	0	0	-63.3	71.4
0	0	57.1	0	0
0	0	0	0	0
0	1.47	0	0	0
0	0	0	0	0
52.2	0	0	0	0
0	0	0	-67.9	0
0	0	-65.3	0	0
0	43.2	-71.6	0	-57.8
0	0	0	0	0
-47.1	-1.03	0	0	0
0	0	0	0	0
-62.5	0	0	0	0
0	39.6	0	0	0
-73.5	0	-54.7	0	36.5
0	0	0	0	-58.9
-7.26	0	0	0	0
0	-15.9	42	0	0
-6.83	0	0	0	0
0	0	0	0	0
-31.1	0	-65.2	0	0
0	0	-10.6	0	65.5
-43.6	0	0	0	-65.5
0	0	2.01	-8.58	0
0	0	0	0	0
0	0	0	0	0
0	-6.31	0	0	0
-50.5	0	0	0	28.8
0	0	0	0	0
0	0	0	0	36.6
0	0	45	0	-60.2
0	0	0	0	0
0	34.2	71.3	0	0
29.9	0	0	0	0
0	0	-10.1	1.38	0
0	0	0	0	0
0	55	0	0	0
0	0	0	0	17
0	36.6	0	33.9	0
0	0	-59.8	0	0
5.39	0	0	0	0
0	0	61.6	64.2	0
-60.7	0	-20.9	0	0
0	-40.5	0	0	52.6
0	-62.6	0	0	0
1.24	0	0	-52.6	0
0	0	0	0	0
-69.7	0	0	0	-15.6
-3.26	0	35.1	18.6	-73
0	0	0	-48	0
0	0	13.2	0	0
0	26.5	0	0	0
0	0	-17.7	-29.2	0
0	0	0	0	0
0	0	0	-49.4	0
-7.48	0	-25.3	0	0
0	0	0	0	6.64
-28.7	0	0	65.1	0
0	0	0	34.5	-13.1
0	0	0	0	0
0	0	0	0	0
0	0	26.6	0	-22
-45.9	0	18.6	0	0
0	0	-65.7	0	0
0	0	0	0	0
0	0	66.7	0	0
