0	0.858	0	0	0.873	0.208	0.788	0.331	0	0	0.206	0.308	0.00136	0.311	0	0.335	0	0	0	0.394	0.538	0.425	0.607	0.306	0.618	0	0	0.604	0.0635	0	0.978	0	0.293	0.153	0.698	0	0.397	0.282	0	0.453	0.727	0	0	0.717	0	0	0	0	0	0
0.242	0.377	0	0.338	0.688	0.355	0	0.653	0	0.217	0	0	0	0.387	0.287	0.657	0	0.491	0.73	0.24	0.441	0.832	0.0817	0.174	0	0	0.092	0.479	0	0	0.0903	0	0.917	0	0.98	0.206	0.466	0.404	0.388	0	0.892	0	0	0	0	0	0.294	0.699	0.521	0.149
0.248	0	0	0	0	0	0	0.696	0.388	0.331	0	0.567	0.898	0.417	0.962	0	0.689	0.948	0.835	0.643	0.497	0.0303	0.892	0.139	0	0	0.908	0.466	0.72	0.985	0.933	0.334	0	0	0	0	0.653	0	0	0.177	0	0.77	0	0	0	0.479	0.329	0	0	0
0.577	0.893	0.154	0	0	0.411	0	0	0.414	0.671	0.538	0.451	0.396	0	0	0.633	0.139	0	0	0.944	0.99	0	0	0.511	0	0	0.406	0	0	0.895	0.919	0.184	0.12	0.914	0	0	0	0	0	0	0	0.229	0	0.282	0.0963	0.269	0.146	0.2	0.866	0.659
0.749	0	0	0.538	0.358	0.798	0.556	0.45	0	0.821	0.338	0.204	0.644	0	0.589	0.23	0	0.754	0.0568	0	0.418	0.346	0	0.653	0.765	0.175	0.395	0.206	0.66	0	0.0642	0.419	0	0	0.233	0	0.512	0.481	0.671	0	0.996	0.164	0.267	0.548	0	0.221	0.53	0.274	0.283	0.957
0.821	0.0442	0	0	0.368	0.0977	0.711	0.47	0.997	0	0	0.0509	0.93	0	0.647	0	0	0	0.118	0.64	0.355	0.497	0	0.99	0.976	0.844	0	0.883	0	0.228	0.572	0	0.782	0.213	0	0.611	0	0.437	0.157	0.59	0.504	0.384	0.826	0.115	0	0	0.137	0.775	0.704	0.096
0	0.443	0	0.144	0.623	0.136	0	0	0	0	0.0149	0.414	0	0	0.412	0.663	0	0	0	0	0.0635	0	0.674	0.7	0	0.88	0.662	0.887	0	0.792	0	0	0.693	0.469	0.704	0	0.313	0	0.484	0	0.583	0.235	0	0	0.643	0	0.324	0	0	0
0.852	0.836	0	0.356	0.605	0.373	0.0929	0	0	0.262	0.236	0.741	0.313	0.893	0.857	0.382	0	0	0	0.992	0.424	0.477	0.878	0.364	0.129	0.877	0.689	0.951	0	0	0	0.174	0.289	0.832	0.483	0.0678	0.472	0.405	0	0.772	0	0.393	0	0.283	0.579	0.277	0.996	0.132	0.342	0
0	0	0.353	0	0	0	0.542	0	0.919	0	0	0.149	0.75	0	0	0.103	0.536	0.162	0.236	0	0	0.0802	0	0.709	0.647	0.899	0	0	0.91	0.465	0.518	0.176	0.746	0.143	0.205	0	0.858	0	0	0.867	0.928	0	0.86	0.781	0.0181	0.595	0.167	0.113	0	0
0.304	0.455	0	0	0.458	0	0.954	0.305	0.976	0.0202	0.213	0.684	0.789	0	0	0	0	0.731	0	0	0.577	0	0.39	0.708	0	0.254	0.274	0.996	0.163	0	0.0261	0	0.259	0.696	0	0	0.534	0.977	0.47	0.816	0.207	0.368	0	0	0.881	0.195	0.402	0.71	0	0.019
