0	0	1.51	0	4.33
0	0	8.44	7.26	0
-3.86	0	-5.32	-6.43	0
3.79	0	2.89	4.72	4.35
0	-3.05	-4.04	6.34	0
-7.68	0	0	0	7.2
0.609	3.61	0	2.17	0
0	0	3.71	4.36	5.98
0	0	0	0	8.45
5.05	0	0	6.81	0.094
0	0	0	-3.93	0
1.6	0	0	0	-3.43
0	0	0	-1	1.46
8.79	0	1.48	-4.71	-4.58
0	0	-0.816	-3.26	0
-6.38	-8.47	-2.57	0	8.8
0	0	0.8	-4.03	-0.675
0	0	0	0	-6.67
0	0	-8.13	-4.8	1.46
0	-7.06	0	0	0
-1.81	0	0	-0.262	0
-0.302	0	-7.6	-1.43	8.18
0.513	2.21	0	-6.39	-6.47
-0.211	6.59	0	-8.8	0
-3.98	-3.89	5.31	5.48	0
1.17	0.213	0	0	2.3
0	5.22	8.92	2.57	3.37
0	0	0	0	7.96
7.43	0	0	0	3.16
4.74	8.09	0	-0.756	0
2.96	0	-4.48	-1.99	0
-2.45	0	0	0	6.71
0	3.21	-2.57	0	0
0	0	0	0.555	0
-7.13	0	-0.411	-6.45	0
7.28	0	7.04	-4.09	0
0	6.34	0	-5.88	3.62
6.22	2.86	2.38	0	0
8.62	-6.52	7.49	0	0
0	1.95	0	0	3.43
0	0	0	0	2.05
-0.273	-8.79	-4.42	-2.05	-1.65
8.29	0	2.23	0	1.69
1.9	-2.06	0	6.47	3.05
0	0	6.78	0	0
-0.467	-8.98	0	5.04	-8.73
8.14	-1.8	-7.52	-1.79	0
0	0	-7.87	5.79	0
0	1.54	-7.72	-5.85	0
0	2.82	-1.45	0	7.42
6.59	0	0.526	2.55	4.22
0	0.733	0	-4.69	0
0	3.63	-2.2	0	3.88
0	0	1.19	8.01	5.66
0	0	0	0	0
-2.12	-8.48	0	0.757	0
0	4.95	0	0	0
-8.7	6.87	7.43	3.63	6.74
0.923	-5.25	0	-7.07	0
-6.56	2.81	0	0.142	2.9
-6.87	4.7	0	0	3.26
0	0	0	0	-3.99
-8.32	-0.877	6.73	-0.0232	6.23
1.14	0	7.68	-7.66	0
0	-1.97	0	5.43	0
0	2.26	5.69	0	8.76
4.95	1.16	3.94	0	0
0	0	0	0	2.24
7.21	0	-4.3	0	0
7.22	0	0	-7.35	2.23
3.77	0	6.91	0	-8.3
-3.84	0	0	0	0.227
0	0	-1.97	-7.19	0
0	0	2.32	0.951	0
5.65	-8.34	4.61	0	-7.81
-5.8	-7.88	0	0.481	-1.28
7.62	3.48	-5.29	-8.64	3.71
0	0	0	6.55	2.7
0	0	3.92	0	0
-8.61	-5.19	0	0	0
7.64	0	0	0	0
0	0	-6.61	-4.11	0
0	-6.32	7.94	0	0
-7.25	-7.49	-0.522	-5.16	0
-2.93	0	0	5.38	-8.1
0	0	0	0.551	0
0	7.38	-7.54	1.29	-4.88
0	1.69	4.49	3.36	-6.29
-6.49	0	6.46	0	0
0	4.67	0	-7.87	8.33
-5.46	-2.98	-8.96	0	-8.78
-3.87	4.96	0	7.61	0
-5.29	0	6.62	0	6.49
7.47	-0.809	0.25	-6.96	-6.74
0.889	0	7.91	4.13	5.35
0	2.18	0	-8.38	0
7.47	3.91	0	-4.9	0
0	2.94	0	1.06	0
0.577	-7.96	-3.48	0	6.33
0	-5.59	0	-5.29	0
0	0	0	6.46	0
0	0	0	4.97	0
8.14	0	2.23	0	-7.74
0	3.19	4.45	0	7.58
-4.72	0	7.44	0	-2.29
-4.05	0	4.11	-6.94	0
0.931	-7.47	0	0	5.7
-4.25	0	0	0	0
2.72	-0.0608	0	0	-4.92
2.28	0	-3.52	6.84	0
0	0	0	3	0
0	0	-2.57	-0.321	-6.3
0	-1.05	0	0.113	-3.68
0.634	0	0	-7.46	0
-1.26	0.479	0	5.13	-5.98
-6.89	4.03	0	0	-7.73
-4.16	0	4.75	7.01	0
0	0	-7.22	-2.03	-7.13
0	0	6.71	-7.81	0
5.91	0	0	3.51	0
-1.43	0	0	0	-4.97
-6.02	8.9	2.45	0	0
-4.41	2.04	0	0	-1.71
6.8	5.3	4.95	6.19	0
0	5.55	8.58	0	7.57
1.11	0	-1.37	0	0
-5.52	-6.99	0	3.99	0
0	1.71	-3.08	0	-1.08
-7.14	0	-4.78	0.573	0
0	-1.82	-0.771	0	0
-3.11	0	-8.18	-4.26	0
0	0	-4.12	-8.24	1.98
0	0	0	6.77	0
-1.81	0	0	6.19	4.19
3.23	2.76	1.17	0	-6.69
-7.75	0	-2.25	-4.96	0
-2.56	0	2.76	0	-8.11
1.65	0	0	0	0
0.574	7.99	0	-6.67	-2.35
5.48	-3.97	1.47	-5.91	0
3.67	3.84	0	-8.11	0
5.8	0	0	5.75	0
0	-8.28	0	6.35	0.844
0	7.41	7.24	-4.34	0
6.07	0	0	0	8.91
0	0	-5.5	0	8.86
0	0	3.28	0	0
7.79	0	0	0	5.37
3.21	-1.85	3.3	0	0
-2.94	8.42	1.8	0	-5.96
3.15	-8.49	0	1.33	7.72
-8.45	0	0	1.95	0
-4.77	8.94	0	-1.66	4.34
7.07	0	0	-6.62	0
0	8.17	0	-7.92	-0.637
0	0	0	5.32	0
0	0	0	-1.01	2.96
0	0	8.53	0	-4.54
0	-3.65	0	-5.37	0
0.8	0	0.124	0	0
-8.41	0	0	-7.41	-0.135
-3.8	0	0	0	0
-1.11	-4.35	8.91	5.08	0
8.08	4.25	0	0	0
0	2.9	0	0	0
-6.45	0	0	8.96	6.12
-1.72	0	3.61	0	-3.19
0	0	0	0	0.871
-7.64	0	-6.68	4.51	0
7.72	-4.32	-0.831	0	0
0	0	0	0	0
0	0	0	8.26	0
-4.96	0	-4.73	5.76	0
0	0	0	0	0
0	-4.89	0	0	0
-3.49	-3.07	-3.51	8.45	-6.76
0	0	3.9	-3.69	0
0	7.05	0	0	0
0	-1.21	0	0	6.64
0	5.08	0	5.57	0
-4.79	0	-0.472	0	-6.15
-1.56	0	-8.35	0	0
0	1.24	4.41	0	0
-7.79	0	-5.59	0	0
0	5.36	-0.689	0	3.28
0	-7.38	1.18	-3.53	6.29
4.11	8.72	-6.34	-7.67	5.63
2.53	0	1.26	0	-2.66
1.63	0	3.32	-3.96	0
-3.52	-2.61	5.81	1.72	4.22
0	-2	7.19	4.87	5.19
0	-3.32	0	6.87	7.44
0	0	0	-4.54	0
0	8.2	0	0	1.69
8.82	1.62	-8.16	6.01	0
-2.95	-2.25	0	0	-4.94
6.36	0	-1.63	7.09	0
0	0	0	0	0
0	6.56	0	0	8.68
0.645	0	0	0	0
0	6.37	1.52	0	0
7.82	0	8.63	-3.56	7.26
0	6.74	5.46	-7.18	0
0	-0.75	0	0	8.26
6.94	0	0	0	0
0	8.89	-7.25	0	0
0	0	0	5.33	-4.7
-4.65	7.29	-2.72	6.73	0
0	6.14	0	0	4.44
-3.27	0	-1.9	5.36	0
0	-0.186	-2.62	1.6	-3.79
0	0	0	0	0
0.731	0	-4.02	0	0
0	0	0	0	0
0	2.76	0	0	0
0.462	-0.247	0	0	0
7.5	0	0	-0.183	-6.02
-7.83	6.01	0	3.65	0
0	-6.82	0	-5.5	-2.54
0	0	0	0	0
0	-8.53	0	2.91	0
0	0	-6.85	0	7.09
