-28.7	0	0	51.3	49.2
-3.07	0	49.7	0	-1.89
10.1	-41.8	0	-34.3	0
0	0	-44.7	-33.3	0
0	43.7	54.5	0	0
-44.8	0	-21.8	0	0
10.8	56.3	-55.6	0	0
-20.1	0	-0.369	33.4	0
16.9	17.4	10.5	0	16.3
-42.2	-16.1	54.1	0	0
49.8	0	0	0	0
56.3	-39.1	46.3	0	-45.3
60.2	0	37.9	-51.9	0
0	-25	0	19.2	-52.4
-2.14	44.9	38.8	-27.3	0
0	39.9	0	0	0
-35.7	62.9	0	0	0
0	-23	57	0	0
43.2	0	0	0	0
0	0	0	62	-50.4
0	-19.5	0	0	0
32.3	54.3	0	0	27.6
0	0	-57	-5.88	0
0	23	0	0	25.8
8.11	48.9	0	-35.9	58.5
0	14.6	-22.7	-33.8	-32.1
0	-14.9	-46.2	43	-24.1
-3.45	0	0	-39	26.6
0	40.4	-40.1	6.03	-54.2
0	0	0	0	-11.4
0	-13.7	0	0	0
0	0	0	4.92	0
-38.6	0	-50.7	12.4	0
0	0	0	0	-33.9
-13.9	0	-14.3	-10.3	-51.7
0	0	0	-48.8	22
0	26.7	-42.2	45.8	0
0	-9.53	9.47	0	9.31
0	33	-53.6	0	0.105
-37.3	0	0	-5.22	0
-25.7	62.7	0	0	0
0	0	35.2	48.9	15.5
1.53	0	48.4	0	6.03
0	49.2	0	-7.8	20.5
58.2	-26.6	15.5	49.1	49
0	0	0	19.6	0
0	0	30.1	0	0
0	0	-51.6	0	0
0	0	0	-54.3	13
0	47.5	0	0	31.5
0	4.7	0	0	-41.3
-58.3	43.7	29	0	0
12.1	-60.6	0	0	0
0	23.7	57.7	0	0
0	0	0	-28.5	-11.6
0	1.94	-9.61	-37.7	-9.21
0	24.5	37.8	0	0
-37.5	0	0	57.2	-55.2
0	0	0	0	10.8
0	31.1	1.91	-40.2	0
-19.7	0	0	-24.5	-30.7
0	-20.5	49.4	-16.1	0
0	-10.8	0	-1.55	0
0	0	-37.4	36.7	0
-24.2	18.2	31	0	0
0	51	0	0	-10.4
-16.8	0	0	-53.2	14.2
5.12	52.5	-59.3	0	-22.7
-7.76	0	0	0	0
1.38	0	-49.3	0	56.4
0	0	58.6	0	-0.885
-41.8	38.5	0	41.6	0
53.8	0	0	61.7	0
0	2.24	0	0	0
-51.5	0	27	0	-13.5
0	-35.5	0	-33.2	-2.15
0	48.7	0	0	0
0	0	-31.3	41.7	0
-41.2	41.3	0	0	0
0	-31.5	-4.5	0	0
0	0	53.3	25.6	-58.5
0	-6.42	0	0	0
34.7	0	30.6	0	47.8
0	43.5	0	-55	12.1
0	0	0	29.6	0
0	-23.9	-58.9	0	0
12.1	0	0	0	-25.2
0	-45.2	-17.5	0	0
0	9.34	0	0	0
0	57.7	-36.3	0	49.9
0	0	10.1	-46.6	0
0	61.3	53.4	17.5	21.8
51.9	0	-52.4	0	-42.2
42.9	22.2	0	0	0
-21.5	0	-26.7	26.3	0
0	-1.7	0	-16.7	0
-45.3	-35.8	0	23.6	61
0	56.2	-54.8	0	0
-45.3	57.5	-30.6	0	0
15.2	51.5	22.1	0	-28.5
0	0	0	-1.47	-41.4
45.9	0	-20.9	0	34.5
-51.5	0	0	0	36.7
0	0	0	0	0
0	0	0	0	0
-3.46	-34.2	59	0	0
0	0	36.2	0	0
-17	52.2	0	0	0
0	0	16.8	-42.1	0
27.6	0	-61	-32.7	0
39.4	-3.17	0	19.1	33.9
-40.2	0	19.3	-48.9	-21.6
0	0	0	0	0
0	-30.3	0	0	0
0	0	0	0	0
-40.3	0	-0.337	0	0
-60.7	20.5	-43.6	18.3	-18.9
34.6	0	0	46.2	12.9
0	0	-45.5	-32.9	0
31.7	-12.1	0	0	0
37.7	0	39.7	0	0
-48.8	-59.9	51.2	0	0
42.3	0	-50.5	-19.5	41
-27.9	-8.29	0	0	-15.5
0	0	1.07	0	-36.5
0	-34	0	0	0
-57.6	-30.4	0	11.1	0
0	-37	0	-3.08	0
0	0	61.8	0	36.2
0	17.5	31.1	0	-37.7
25.6	0	0	48.9	9.2
62.8	0	18.6	0	60.7
0	-8.03	3.44	-37.8	21.8
-0.3	0	0	0	15
0	10.7	-26.9	0	-47.2
-55.4	-27	0	0	-36.6
0	59.4	60.5	0	0
-56.8	-36.2	0	-59.2	0
0	0	25.1	0	-62.1
0	0	40.7	0	-21.8
0	-30.1	0	7.41	0
-30.4	0	0	0	-24.6
0	1.81	0	-9.24	39
-41.6	56.6	0	0	34.2
0	38.1	-56.5	0	-10.4
-22.9	-52.8	0	0	0
0	-34.4	-13.8	0	-18.9
-58.6	-16	20.6	0	0
8.83	-7.16	-14.5	13.8	3.55
59	52.4	0	0	33.6
0	-51.1	0	0	-1.14
56.1	39.2	-42.8	-34.7	33.9
0	0	11.4	0	21.4
0	0	0	0	0
17.5	0	-43.6	0	22.9
0	-54.2	0	0	0
-19.3	0	37.2	0	0
-42	45.2	-2.42	62.6	0
31.5	35.4	29.6	35.7	-7.98
0	-15.4	0	0	0
0	28.1	11.3	52.9	-53.7
0	0	57.8	0	20.2
29.9	-61.6	60.8	0	-16.1
29.2	-9.9	58.8	29.3	0
-34	0	46.2	0	-58
0	0	-57.7	-37.8	0
51.8	0	0	0	-5.97
19.8	-60.5	49.7	18.4	0
0	56.3	35.8	-60.6	6.28
0	-56.4	0	0	0
0	0	25.5	0	-31.2
0	21.8	-26.4	0	-43.4
37.1	30.7	0	14.2	37.3
0	0	0	0	0
-56.6	0	0	2.81	0
0	0	37.5	0	0
0	2.19	36.6	22.1	53.7
5.56	0	14.6	35.9	17.5
-57.1	0	43.7	41.9	54.2
-5.62	0	15.2	-17.9	46.2
0	0	0	0	0
43.8	0	0	0	-62.7
0	0	0	0	0
0	0	0	0	22.1
0	-42.1	-54.8	0	-34.5
-6.51	-12.8	0	14.2	0
0	0	32.7	-3.41	0
0	-59.9	0	0	17.4
-55.2	-40.5	34.3	52.9	-19.1
39.2	0	0	0	0
0	0	0	0	0
0	0	0	-50.2	0
0	0	0	0	4.4
15.1	-30	0	0	0
0	-3.1	0	0	-34.6
28.5	0	61	0	-40
32	-14.2	0	-26.1	0
0	21.2	0	0	0
0	0	58.7	27	0
-16.5	44.8	-44	45.7	0
0	-32.3	-47.6	61.5	0
-4.5	-59.9	0	-45.1	-55.7
5.49	0	-27.3	-34.2	59.6
16.2	-45.8	0	-27.6	0
0	-40.7	0	0	0
-37.4	0	-21.3	0	25.1
-57.6	0	0	37.7	0
31.5	30.1	0	-54.1	0
0	51.5	0	0	0
-18.9	6.74	23.9	49.3	60.5
31.4	0	0	-47.6	0
-63	0	-57	7.46	-61.2
45.2	0	0	-41.9	20.7
0	-31.7	60	36.1	0
-29.4	43.7	39.8	0	0
0	0	0	0	-23.1
-0.566	0	0	-44.2	-16
-10.5	0	-26.2	49.4	-42.5
-29.9	24.6	-59.9	0	32.2
0	-35.7	0	0	0
18.2	-9.14	24	0	0
-53.3	62.1	2.11	0	50
56.7	0	0	-26.1	0
0	0	0	20.4	0
28.1	21	0	0	25.2
0.563	0	-1.97	31	-38.4
0	0	0	-56.3	0
0	33.4	0	0	-17.5
0	0	-4.94	-24.7	-20.4
0	0	-53.4	0	0
0	0	-29.3	0	45.5
0	0	-15.4	22.4	57
0	0	-3.57	0	46.5
-62.8	31.3	0	0	0
61.9	0	0	0	0
-20.4	0	-24.4	21.8	0
57.6	0	0	5.22	-36.9
0	0	0	47.9	0
0	-20.3	-57.2	-17.6	27.5
